ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family,BaseAnnotation,BaseAnnotator,BaseComment,Coverage,OneToThirty,BaseInSource
numerals-anam1249-1,"Anambé, Brazil",anam1249,Anambé,aan,South America,-2.71119,-49.303,Tupian,,Eugene Chan,"Anambé has only three words for numerals and might be able to count up to 20. Anambé is a seriously endangered language with 7 persons ( 1991 Ethnologue). The words tips'ʔĩ, mukũ, je irũ mukũ refer to the basic numbers and make it possible to form otehr numbers by the means of syntagma that reflect addition. The word for 6, 7, 8 and 9 are formed by 1, 2, 3 and 4, followed by the expression for 5 - jene po ""hand"". This expression comes in association with the verb ruaja ""to cross"" in the causative comitative case. The literal translation for six, for example, could be to ""cross the hand once"" I witnessed the participant in my research naturally counting in her daily activities only until five. The other numbers were obtained by the means of direct elicitation. For example, for 10 she showed her hands and for 20, she showed her hands and feet. I used beans to elicitate her counting ability. She could count from 1 to 9 when she saw the benas on the table. To mean 10, she separated 5 and then 5 by imposing one of her hands wide open on each group of five. Then, she showed the two hands at the same time and said jene po raha juã. However, she could not count when she saw 11, 12, 13, 14, 15, 16, 17, 18 and 19 beans on the table. I tried to elicitate the numbers by saying them in Portuguese, her second language, but she did not respond. When I said ""vinte"" the Portuguese word for twenty, she responded by showing her hands and feet and at the same time saying jene py raha juã.",0.06790123456790123,0.3793103448275862,
barlowpacific-anda1283-1,Andai (Imboin-Namata villages),anda1283,Andai,afd,Papunesia,-4.96449,143.637,Arafundi,,,,0.037037037037037035,0.20689655172413793,
barlowpacific-anda1283-2,Andai (Kaiyam village),anda1283,Andai,afd,Papunesia,-4.96449,143.637,Arafundi,,,,0.037037037037037035,0.20689655172413793,
barlowpacific-anda1284-1,Andarum,anda1284,Andarum,aod,Papunesia,-4.48734,144.767,Ramu,binary,Russell Barlow,,0.030864197530864196,0.1724137931034483,
numerals-ande1247-1,"Andergerebinha, Australia",ande1247,Andegerebinha,adg,Australia,-22.51278,137.3515,Pama-Nyungan,,Eugene Chan,"Andergerebinha or Antekerrepenh (as I spell it ) is no longer spoken. Antekerrepenh has the following “number” words: one anyent (some speakers), awenyerr (some speakers) two atherr a few urrert (some speakers), urrpety (some speakers) many akngerr Of course, only the first two are really number words. For information about this language and its close relatives, see the entry for Arrernte in the Elsevier Encyclopedia of Language and Linguistics.",0.012345679012345678,0.06896551724137931,
numerals-andi1255-1,"Andi, Russia",andi1255,Andi,ani,Eurasia,42.8078,46.2919,Nakh-Daghestanian,decimal,Eugene Chan,Andi numeral system is decimal.,0.24691358024691357,1.0,
numerals-andi1257-1,"Andio, Sulawesi, Indonesia",andi1257,Andio,bzb,Papunesia,-0.88368,123.174,Austronesian,decimal,Russell Barlow,"Andio has a decimal numeral system. Note that the orthographic <w> is used to represents an approximant (semi-vowel) or where it is a bilabial fricative, maybe be it is the same case in the nearby Balantak language and that the other orthography used for the Tomini-Tolitoli languages followed the Indonesian standard which in turn is very similar to the IPA standard. The following graphemic conventions may be confusing to those not familiar with the Indonesian systemː <ng > = velar nasal IPA [ŋ], <ny> = palatal nasal IPA [ɲ], <y> = palatal glide IPA [j], j = palatal voiced stop = IPA [ɟ], ,<'> = glottal stop = IPA [ʔ].",0.2345679012345679,1.0,
numerals-ando1256-1,"Andoque, Colombia",ando1256,Andoque,ano,South America,-0.53751,-72.0869,Andoque,quinary,Eugene Chan,"Andoque has a counting system based on five, twenty.",0.1419753086419753,0.6896551724137931,
numerals-andr1248-1,"Andra-Hus (Ahus dialect), Manus, Papua New Guinea",andr1248,Andra-Hus,anx,Papunesia,-2.05894,147.085,Austronesian,decimal,Russell Barlow,"Andra-Hus has a typical ""Manus type"" Austronesian language decimal counting system with special structure for numerals 7 to 9 and 70, 80 and 90. The above data was taken from Ahus dialect.",0.2839506172839506,1.0,
numerals-andr1248-2,"Andra-Hus, Manus, Papua New Guinea",andr1248,Andra-Hus,anx,Papunesia,-2.05894,147.085,Austronesian,decimal,Russell Barlow,"Andra-Hus has a typical ""Manus type"" Austronesian language decimal counting system with special structure for numerals 7 to 9 and 70, 80 and 90.",0.24691358024691357,1.0,
barlowpacific-andr1248-1,Ahus ,andr1248,Andra-Hus,anx,Papunesia,-2.05894,147.085,Austronesian,decimal,Russell Barlow,,0.18518518518518517,0.4482758620689655,
barlowpacific-andr1248-2,Andra-Hus,andr1248,Andra-Hus,anx,Papunesia,-2.05894,147.085,Austronesian,decimal,Russell Barlow,,0.1111111111111111,0.4482758620689655,
numerals-anei1239-1,"Aneityum, Vanuatu",anei1239,Aneityum,aty,Papunesia,-20.1864,169.825,Austronesian,quinary,Russell Barlow,"Modern Aneityum only retained traditional numerals from 1 to 3, after that they use Bislama numerals. Aneityum has an obsolete quinary, vigesimal counting system recorded one hundred year ago, twenty was expressed by nijman erou un reduon which meant 'two hands and two feet'. Note that Aneityum form for 6 is just LIG: meled 6 is composed of m- 'echo subject prefix' eled 'be left over'. Numerals 7-9 are composed of meled-2 / 3 /4.",0.24691358024691357,1.0,
barlowpacific-anei1239-1,Anaiteum,anei1239,Aneityum,aty,Papunesia,-20.1864,169.825,Austronesian,quinary,Russell Barlow,,0.030864197530864196,0.1724137931034483,
barlowpacific-anem1248-1,Abia,anem1248,Aneme Wake,aby,Papunesia,-9.75911,148.479,Yareban,binary,Russell Barlow,,0.030864197530864196,0.1724137931034483,
numerals-anem1249-1,"Anêm, Papua New Guinea",anem1249,Anem,anz,Papunesia,-5.54836,148.993,Anem,decimal,Russell Barlow,Anêm has a decimal system.,0.2345679012345679,1.0,
barlowpacific-anem1249-3,Anem - Pureling village,anem1249,Anem,anz,Papunesia,-5.54836,148.993,Anem,decimal,Russell Barlow,,0.07407407407407407,0.3793103448275862,
barlowpacific-anem1249-1,Anem,anem1249,Anem,anz,Papunesia,-5.54836,148.993,Anem,decimal,Russell Barlow,,0.06790123456790123,0.3793103448275862,
barlowpacific-anem1249-2,Anem (from field notes by M. Kanin),anem1249,Anem,anz,Papunesia,-5.54836,148.993,Anem,decimal,Russell Barlow,,0.030864197530864196,0.1724137931034483,
numerals-anfi1235-1,"Anfillo (Southern Mao), Ethiopia",anfi1235,Anfillo,myo,Africa,8.568,34.647,Ta-Ne-Omotic,,Eugene Chan,"The Anfillo numeral system and Kafa numeral system are very similar. In addition to the number for 5 and 8, words for numbers 7, 8, 10 also seem borrowed from Semitic. Moreover as it is noted above not only the numeral, almost all words (basic vocabularies) of Anfillo seem copied from Kafa. The Anfillos are claimed to originate from Kafa region. Please note that almost all words of Anfillo end with vowel [o] and this vowel bear high tone in the word final position when the words are simple. That is word for numbers from 1-10 and other words which are multiple of 10 and hundred such as 20, 30 …,100, 200… end with high tone But this tone is removed when these word are combined with other words. In this regard word for numbers 11, 12…21… and the like end with low tone. Anfillo is claimed to have two tones such as high and low tone. Normally words with long vowel bear high tone while words with short vowel bear low tone.",0.24691358024691357,1.0,
sand-Angami,Angami,anga1288,Angami Naga,njm,Eurasia,25.68,93.87,Sino-Tibetan,decimal,Mamta Kumari,,0.691358024691358,1.0,
numerals-anga1288-1,"Angami Naga, India",anga1288,Angami Naga,njm,Eurasia,25.6841,93.8668,Sino-Tibetan,decimal,Eugene Chan,Angami Naga has a decimal system.,0.24691358024691357,1.0,
numerals-anga1290-1,"Angaataha, Papua New Guinea",anga1290,Angaataha,agm,Papunesia,-7.15012,146.352,Angan,binary,Russell Barlow,"Angaataha or Angaatiha has a modified 2-cycle as well as a 5-cycle digit-tally system. When counting money, the Angaathiya use names for the colour of the different Kina bills, for exampleː bonɑiʔɾɨ - 'a type of fern', green in colour; similar in colour to the two Kina bill, hence, the meaning, when counting money, isː 'two kina' njɑnjiɸɑ - 'a shade of purple colour'; similar in colour to the 5 Kina bill, meaning 'five kina' sisiuʔwɑʔɑiɸɑ - 'a shade of blue colour'; similar in colour to the 10 Kina bill, meaning 'ten kina' nɑsɑɸɨ # mɨtoʔo – 'pig's head'; since there is a picture of a pig's head on the K20 bill; meaning 'twenty kina' utɑːʔomɨ mɨtoʔo – 'man's head'; since there is a picture of the bust of the Prime Minister, Sir Michael Somare, on the K50 bill; meaning 'fifty kina' ikɨ # nɑsɑiʔɨ - 'bilum # one'; meaning '100'; also meaning '100 kina' when counting money. The coins can be counted in accordance with their shapes, for exampleː odiɸɑŋgo – 'flat-sided', referring to the shape of the 50 toea coin; meaning '50 toea' etc.",0.1419753086419753,0.6896551724137931,
barlowpacific-anga1290-1,Agaataha,anga1290,Angaataha,agm,Papunesia,-7.15012,146.352,Angan,binary,Russell Barlow,,0.05555555555555555,0.3103448275862069,
barlowpacific-anga1292-1,Augu,anga1292,Angal Heneng,akh,Papunesia,-6.13347,143.478,Nuclear Trans New Guinea,quaternary,Russell Barlow,,0.09259259259259259,0.5172413793103449,
barlowpacific-anga1293-1,Mendi (Angal Heneng),anga1293,Angal,age,Papunesia,-6.0127,143.592,Nuclear Trans New Guinea,quaternary,Russell Barlow,,0.3333333333333333,1.0,
numerals-anga1293-1,"Mendi Angal, Papua New Guinea",anga1293,Angal,age,Papunesia,-6.0127,143.592,Nuclear Trans New Guinea,quaternary,Russell Barlow,"The basic Mendi system is built on a base 24, with basically separate numbers for each unit up to that point. However, the numbers 9-24 are made up of four similar cycles. In some cases there are alternative terms, which are separated by a slash mark (/ ). When this number is reached, it is said to be ''put aside'' as hor mend, and the counting through 24 takes place again, reaching hor kap. This can continue on through 24 hor: hor tutowapu, or hor hor. Some people consider this to be the largest number, and they do not continue counting beyond it. The expression hor hor with both hands raised and an appropriate facial expression can also imply ''innumerable quantities '' of something. People frequently count the 24 units on their fingers, starting with the thumb of little finger of one hand ( the left hand in most of the examples I saw), then moving to the thumb of the other hand. For numbers 11-20, one can use the fingers again, or else the toes, moving back to four fingers of the left hand for the final four. In some cases, the four finger were down after the previous count, and the final four counts consisted of opening them again. After 10 and 20, the two hands, with closed fingers, are brought together.",0.14814814814814814,0.8275862068965517,
barlowpacific-anga1294-1,Mendi (South Mendi dialect),anga1294,Angal Enen,aoe,Papunesia,-6.23296,143.583,Nuclear Trans New Guinea,,,,0.12345679012345678,0.6896551724137931,
barlowpacific-anga1314-1,"Mendi/Dialects [data correspond to three Glottocodes: anga1292, anga1293, anga1294]",anga1314,Angal Mendi,,,-6.126376667,143.551,Nuclear Trans New Guinea,,,,0.14814814814814814,0.8275862068965517,
numerals-anga1316-1,"Angaité, La Patria, Paraguay",anga1316,Angaité,aqt,South America,-22.85,-58.45,Lengua-Mascoy,,Eugene Chan,"Angaite has only kept traditional numerals from one to three, they use Spanish loanwords from four up now. These data are extremely preliminary, based on only a few weeks fieldwork on the language. My consultants told me that after 3 they use Paraguayan Guaraní for counting. I transcribed long vowels where I heard them, but I am still unsure whether vowel length is contrastive in Angaité and haven’t yet done any acoustic studies to follow up on it. Likewise, stress is marked where I heard it, but I haven’t extensively or empirically looked at the acoustic correlates of stress in Angaité. The recordings of these elicitation sessions are archived in the following collection, with the data about numerals was recorded on 20190710: Wheeler, Paige Erin. 2019–. The Angaité Collection of Paige Erin Wheeler.  The Archive of the Indigenous Languages of Latin America.",0.018518518518518517,0.10344827586206896,
barlowpacific-angg1239-1,Yali (Angguruk),angg1239,Angguruk Yali,yli,Papunesia,-4.0836,139.457,Nuclear Trans New Guinea,,,,0.06790123456790123,0.3793103448275862,
barlowpacific-angg1239-2,Angguruk,angg1239,Angguruk Yali,yli,Papunesia,-4.0836,139.457,Nuclear Trans New Guinea,,,,0.012345679012345678,0.06896551724137931,
barlowpacific-angg1239-3,Jalimo Angguruk,angg1239,Angguruk Yali,yli,Papunesia,-4.0836,139.457,Nuclear Trans New Guinea,,,,0.012345679012345678,0.06896551724137931,
numerals-angi1238-1,"Angika, Bihar state, India, Nepal",angi1238,Angika,anp,Eurasia,26.0047,85.534,Indo-European,,Eugene Chan,Angika numeral system is similar to that of Maithili.,0.25925925925925924,1.0,
barlowpacific-ango1254-3,Senagi,ango1254,Angor,agg,Papunesia,-3.7167,141.199,Senagi,binary,Russell Barlow,,0.14814814814814814,0.8275862068965517,
barlowpacific-ango1254-4,Senagi (Anggor),ango1254,Angor,agg,Papunesia,-3.7167,141.199,Senagi,binary,Russell Barlow,,0.1419753086419753,0.7931034482758621,
barlowpacific-ango1254-1,Anggor (Angor Community School),ango1254,Angor,agg,Papunesia,-3.7167,141.199,Senagi,binary,Russell Barlow,,0.1111111111111111,0.6206896551724138,
numerals-ango1254-1,"Anggor, Papua New Guinea",ango1254,Angor,agg,Papunesia,-3.7167,141.199,Senagi,binary,Russell Barlow,There are only 4 real Anggor numbers. Beyond four is a body part tally system with a half-cycle of 9; there is no unique midpoint lying on the body's axis of symmetry. Note that the numbers one 'mamɨ' and two 'yimbu' are similar to those of the Menggwa Dla or Dera language.,0.1111111111111111,0.6206896551724138,
barlowpacific-ango1254-2,Anggor (from IMP/SIL),ango1254,Angor,agg,Papunesia,-3.7167,141.199,Senagi,binary,Russell Barlow,,0.08024691358024691,0.4482758620689655,
barlowpacific-ango1255-1,Angoram,ango1255,Angoram,aog,Papunesia,-4.07758,144.028,Lower Sepik,quinary,Russell Barlow,,0.05555555555555555,0.3103448275862069,
barlowpacific-ango1255-2,Maramba,ango1255,Angoram,aog,Papunesia,-4.07758,144.028,Lower Sepik,quinary,Russell Barlow,,0.043209876543209874,0.2413793103448276,
numerals-anii1245-1,"Anii, Togo, Benin",anii1245,Anii,blo,Africa,9.11127,1.60169,Atlantic-Congo,vigesimal,Eugene Chan,"Anii has a vigesimal system of counting very different from that the related language. Note that more than one option means there are different noun-class agreement form. There are six forms for number one: dɨ̄ŋ, ɡādɨ̄ŋ, ɡīdɨ̄ŋ, ɡūdɨ̄ŋ, būdɨ̄ŋ, n̄dɨ̄ŋ,",0.24691358024691357,1.0,
numerals-anim1239-1,"Animere, Ghana",anim1239,Animere,anf,Africa,7.60385,0.41962,Atlantic-Congo,decimal,Eugene Chan,"Animere has a decimal system different from that of Akebu. The number system for this language is all but lost after ten and only a couple speakers even had any higher numbers. Animere is a critically endangered Ghana-TogoMountain language (Kwa, Niger-Congo) spoken north of the Volta Region, Ghana. A recent sociolinguistic survey of the language estimated that there were less than 30 speakers and that all but three of these speakers are over 40 years old.",0.13580246913580246,0.4827586206896552,
numerals-anin1240-2,"Anindilyakwa, Australia",anin1240,Anindilyakwa,aoi,Australia,-13.99904,136.6415,Gunwinyguan,,Eugene Chan,"In traditional most of Australian Aboriginal society nothing used to be counted that was outside normal everyday experience. When asked for what purpose counting was used in the old days, the old women who know the number names say that counting was used for turtle eggs. However, the number system in Anindilyakwa is more developed that in most other Aboriginal languages. Dr. Peter Worsley, an anthropologist who was on Groote Eylandt, suggested that contact with the Macassans accounted for the development of number names beyond five, as it is normal in Aboriginal languages to count either to three or to five. Since the introduction of English, English words have been used almost exclusively for numbers above five, while both the Anindilyakwa and English words have been used for the numbers up to five and also ten. Today few young people know of the existence of the old Anindilyakwa words for fifteen and twenty, it is probably some times since these words were in use, but they are still remembered by middle-aged and old people. Numerals in Anindilyakwa are adjectival, the number names are 1 to 5, 10, 15 and 20.",0.13580246913580246,0.7586206896551724,
numerals-anin1240-1,"Anindilyakwa, Australia",anin1240,Anindilyakwa,aoi,Australia,-13.99904,136.6415,Gunwinyguan,,Eugene Chan,"Anindilyakwa or Enindhilyakwa, is spoken in Groote Eylandt, Northern Territory, Australia. This language is the only Australian aboriginal language has higher numerals over ten. The previously recorded numbers 20 from other source I have never heard myself. Therefore, I do not know if these are in use today. Enindhilyakwa phoneme inventory (van Egmond 2012): Place of articulation Bi- labial Apico- Lamino- Dorso- alveolar retroflex dental palatal velar velar rounded Manner of Articulation Stop p (b) t (d) ʈ (rd) t̪ (dh) c (j) k (k) kw (kw) Nasal m (m) n (n) ɳ (n) n̪ (nh) ɲ (ny) ŋ (ng) ŋw (ngw) Lateral l (l) ɭ (rl) l̪ (lh) ʎ (ly) Vibrant ɾ, r (rr) Glides ɻ (r) j (y) w (w) Nasal + stop mp (mb) nt (nd) ɳʈ (rnd) n̪t̪ (ndh) ɲc (nj) ŋk (ngk) ŋkw (ngkw) Complex segments k͡p (kb) ŋ͡p (ngb) ŋ͡m (ngm) C Consonant phoneme inventory (orthographic symbols in parentheses, phonemes in shaded cells are rare) Front Central High i (i) Mid ɛ (e) ə (v) Low Vowel phoneme inventory (orthographic symbols given in parentheses) References: Van Egmond, Marie-Elaine (2012). Enindhilyakwa phonology, morphosyntax and genetic position. PhD thesis, University of Sydney.",0.12345679012345678,0.6896551724137931,
numerals-anir1237-1,"Feni (Anir), Papua New Guinea",anir1237,Warwar Feni,hrw,Papunesia,-4.07,153.63,Austronesian,decimal,Eugene Chan,"Feni or Warwar-Feni has a decimal system similar to that of Fanamaket. Note that the numbers 2 to 19 are all prefixed with [ka] in the recordings, but this was not shown in the data provided by the native speakers. Presumably it is some sort of enclitic determiner.",0.24691358024691357,1.0,
barlowpacific-anja1238-1,Bokajim,anja1238,Anjam,boj,Papunesia,-5.45899,145.717,Nuclear Trans New Guinea,quinary,Russell Barlow,,0.06790123456790123,0.3793103448275862,
barlowpacific-anja1238-2,Bom,anja1238,Anjam,boj,Papunesia,-5.45899,145.717,Nuclear Trans New Guinea,quinary,Russell Barlow,,0.030864197530864196,0.1724137931034483,
barlowpacific-anja1238-3,Bom,anja1238,Anjam,boj,Papunesia,-5.45899,145.717,Nuclear Trans New Guinea,quinary,Russell Barlow,,0.012345679012345678,0.06896551724137931,
numerals-anka1246-1,"Ankave, Papua New Guinea",anka1246,Ankave,aak,Papunesia,-7.19444,145.754,Angan,binary,Russell Barlow,"Ankave has a (2, 5) cyclic pattern and is a digit tally system. There are distinct words for the numbers 1 and 2, 3 appears to have the construction '2+ 1'. The number words for 5 and 10 both contain a 'hand' morpheme 'we' and have the approximate meaning of 'hand one' and 'hand(s) two' respectively. There are thirteen noun classes; each with different words for the numbers, but they all follow the same pattern. The above is for man / male.",0.12962962962962962,0.7241379310344828,
barlowpacific-anka1246-1,Ankave,anka1246,Ankave,aak,Papunesia,-7.19444,145.754,Angan,binary,Russell Barlow,,0.037037037037037035,0.20689655172413793,
numerals-anma1239-1,"Anmatyerr(e), Australia",anma1239,Anmatyerre,amx,Australia,-22.2853,133.286,Pama-Nyungan,,Eugene Chan,"Anmatyerr has only two words for numbers 1 to 2. After two, there areː urrpety [uɾpitʃ] or rrpwety [ɾpwitʃ] which means ' a few' and akngerr [ʌk'ŋəɾᵊ]. All other numbers are borrowed from English and pronounced as in English. Anmatyerr is an Australian Aboriginal language based north of Alice Spring (about 100-200 kms away).",0.024691358024691357,0.13793103448275862,
barlowpacific-anor1241-1,Anor,anor1241,Anor,anj,Papunesia,-4.98449,144.801,Ramu,,,,0.030864197530864196,0.1724137931034483,
barlowpacific-anor1241-2,Atemble,anor1241,Anor,anj,Papunesia,-4.98449,144.801,Ramu,,,,0.006172839506172839,0.034482758620689655,
numerals-ansu1237-1,"Ansus, Papua, Indonesia",ansu1237,Ansus,and,Papunesia,-1.7543,135.866,Austronesian,quinary,Russell Barlow,"Ansus has a vigesimal system of counting similar to that of Ambai Numbers 1 to 10 are written with one word. Numbers 11-19 are written with three words, meaning ’10 + 1’, ’10 + 2’ etc. Numbers 20, 40, 60, 80, and 100 are written with two words but numbers 30, 50, 70 and 90 are written with three words, meaning: 20 plus 10 (for) 30 60 plus 10 (for) 70 80 plus 10 (for) 90 Further, the counting system for counting from 21 and up is: ‘20 plus 1’, ’20 plus 2’ etc. This system also works for counting 31-39 with several words, like for 31: ’20 plus 10 plus 1’, (32) ’20 plus 10 plus 2’ etc.",0.24691358024691357,1.0,
numerals-ansu1237-2,"Ansus, Papua, Indonesia",ansu1237,Ansus,and,Papunesia,-1.7543,135.866,Austronesian,quinary,Russell Barlow,"Ansus has a vigesimal system of counting similar to that of Ambai. No phonological investigation was made. Informant originates from the village Ansus. The number four seems irregular as compared to Serui-Laut, however, it was verified against several other informants and proved to be the correct word. In general, West Yapen languages are ill-described. I think I am the first linguist to collect any data since J.C. Anceaux in 1961 (The Linguistic Situation in the Islands of Yapen, Kurudu, Nau and Miosnum, New Guinea, VKI 35). Many people in the region do not learn to speak their native tongue.",0.24691358024691357,1.0,
barlowpacific-ansu1237-1,Ansus,ansu1237,Ansus,and,Papunesia,-1.7543,135.866,Austronesian,quinary,Russell Barlow,,0.08641975308641975,0.41379310344827586,
barlowpacific-ansu1237-3,Ansus,ansu1237,Ansus,and,Papunesia,-1.7543,135.866,Austronesian,quinary,Russell Barlow,,0.07407407407407407,0.3793103448275862,
barlowpacific-ansu1237-2,Ansoes,ansu1237,Ansus,and,Papunesia,-1.7543,135.866,Austronesian,quinary,Russell Barlow,,0.06790123456790123,0.3793103448275862,
barlowpacific-anta1255-2,Tankarana,anta1255,Antankarana Malagasy,xmv,Africa,-13.2164,49.2402,Austronesian,decimal,Russell Barlow,,0.12962962962962962,0.4482758620689655,
barlowpacific-anta1255-1,Sakalava,anta1255,Antankarana Malagasy,xmv,Africa,-13.2164,49.2402,Austronesian,decimal,Russell Barlow,,0.07407407407407407,0.41379310344827586,
barlowpacific-anta1255-3,"Antômboka, N.",anta1255,Antankarana Malagasy,xmv,Africa,-13.2164,49.2402,Austronesian,decimal,Russell Barlow,,0.037037037037037035,0.1724137931034483,
barlowpacific-anta1255-6,Ankoàla; N. W. Co.,anta1255,Antankarana Malagasy,xmv,Africa,-13.2164,49.2402,Austronesian,decimal,Russell Barlow,,0.037037037037037035,0.1724137931034483,
barlowpacific-anta1255-4,"Ihàrana, N.E. Co.",anta1255,Antankarana Malagasy,xmv,Africa,-13.2164,49.2402,Austronesian,decimal,Russell Barlow,,0.024691358024691357,0.13793103448275862,
barlowpacific-anta1255-5,"Anòrontsànga, N. W. Co.",anta1255,Antankarana Malagasy,xmv,Africa,-13.2164,49.2402,Austronesian,decimal,Russell Barlow,,0.024691358024691357,0.13793103448275862,
numerals-anua1242-1,"Anuak(Anyua), Ethiopia, S. Sudan",anua1242,Anuak,anu,Africa,7.57714,34.0267,Nilotic,quinary,Eugene Chan,"Anyua or Anuak has a numeral system with base five, like Pari, Chollo and Acholi. Note the tone markingsː á = high, ā = mid, à = low, á = falling.",0.24691358024691357,1.0,
numerals-anua1242-2,"Anuak, Ethiopia, Sudan",anua1242,Anuak,anu,Africa,7.57714,34.0267,Nilotic,decimal,Eugene Chan,Anuak has a decimal system of counting with a base-five substructure. The numbers for hundred 'di̤pa' and thousand 'kuma' are both loanwords. The numbers with an asterisk are from Prof. Anne Storch's source.,0.24691358024691357,1.0,
numerals-anuf1239-1,"Anufo, Ghana, Togo, Benin",anuf1239,Anufo,cko,Africa,10.2839,0.56021,Atlantic-Congo,decimal,Enock Appiah Tieku,"Anufo has a decimal system similar to that of Baule. Note that for the number kũ 'one', low tone is realized phonetically as low-falling phrase-final.",0.24691358024691357,1.0,
numerals-anuk1239-1,"Anuki, Papua New Guinea",anuk1239,Anuki,aui,Papunesia,-9.6692,149.822,Austronesian,binary,Russell Barlow,"The Anuki people only use Anuki numbers as far as five. Beyond that, they use English numbering system now. They have an old counting system up to twenty.",0.043209876543209874,0.2413793103448276,
barlowpacific-anuk1239-1,Anuki,anuk1239,Anuki,aui,Papunesia,-9.6692,149.822,Austronesian,binary,Russell Barlow,,0.037037037037037035,0.20689655172413793,
barlowpacific-anus1237-1,Sobei-groep Anus,anus1237,Korur,auq,Papunesia,-2.26271,139.502,Austronesian,quinary,Russell Barlow,,0.06790123456790123,0.3793103448275862,
numerals-anus1237-1,"Anus, Papua, Indonesia",anus1237,Korur,auq,Papunesia,-2.26271,139.502,Austronesian,quinary,Russell Barlow,"Anus has a quinary-decimal counting system, there are missing terms after ten.",0.06790123456790123,0.3793103448275862,
barlowpacific-anus1237-2,koru ˈfanu - anus,anus1237,Korur,auq,Papunesia,-2.26271,139.502,Austronesian,quinary,Russell Barlow,,0.06172839506172839,0.3448275862068966,
numerals-anut1237-1,"Anuta, Solomon Islands",anut1237,Anuta,aud,Papunesia,-11.61,169.85,Austronesian,decimal,Russell Barlow,Anuta has a decimal system. The sound 'f' changed to 'p'.,0.24691358024691357,1.0,
numerals-anuu1243-1,"Anu, Myanmar",anuu1243,Anu,,Eurasia,,,Sino-Tibetan,,Eugene Chan,"Anu is closely related to Hkongso and somewhat closely related to Bangladesh Mru / Mro / Launghu. This language is spoken at Paletwa Township, Southern Chin State, Myanmar. There is an option for 21 which can be expressed by 'kə.rui.ŋkom.mi.lɑuʔ'. 31 is 'ŋkom.kɔt.mi.lauʔ' or 'ŋkom.kɔt.kaiʔ.lauʔ'. 41 is expressed by 'liu.kɔt.ŋɑu.kɔt.mi.lɑuʔ'. It includes both the words for 40 and for 50. 241 is expressed by 'pre.sʰum.r̥um.sʰum.liu.kɔt.ŋɑu.kɔt.mi.lauʔ' or 'pre.sʰum.r̥um.sʰum.kɑiʔ. liu.kɔt.ŋɑu.kɔt.kɔt.mi.lauʔ'.",0.25925925925925924,1.0,
numerals-anyi1245-1,"Anyin, Côte d'Ivoire, Ghana",anyi1245,Anyin,any,Africa,6.31781,-3.30532,Atlantic-Congo,decimal,Enock Appiah Tieku,"Anyni has a decimal system similar to that of Baule. Anyin has three tonesː High = á, High Falling = â and Low (unmarked).",0.24691358024691357,1.0,
barlowpacific-aohe1237-2,Pĕnihingsch,aohe1237,Aoheng-Seputan,pni,Papunesia,0.87404,114.127,Austronesian,decimal,Russell Barlow,,0.19753086419753085,0.7241379310344828,
barlowpacific-aohe1237-1,"Penihing Dayak, Upper Mahakam",aohe1237,Aoheng-Seputan,pni,Papunesia,0.87404,114.127,Austronesian,decimal,Russell Barlow,,0.15432098765432098,0.6206896551724138,
numerals-aohe1237-1,"Aoheng, Kalimantan, Indonesia",aohe1237,Aoheng-Seputan,pni,Papunesia,0.87404,114.127,Austronesian,decimal,Russell Barlow,"Aoheng has a decimal system similar to that of the Hovongan language, missing terms for the compound numerals from 11 to 19, 21 to 29; and the forms for 20, 30, 40, 50, 60, 70, 80, 90, 200 and 2000 needed. Aoheng is also widely known as Penihing, an exonym. Spoken at Long Apari and Tiong Buꞌu, along the upper reaches of the Mahakam river, above the Boh tributary (map 7), East Kalimantan, Indonesia. Consultants: Lorensius Antonius and Monica. Badeng Kenyah. Spoken at Lioꞌ Mato, along the Baram River. Note that the traditional phonetic symbolsː c=IPA [t͡ʃ], j=IPA [dʒ], y=IPA [j]",0.07407407407407407,0.3448275862068966,
sand-Ao_2,Ao_2,aona1235,Ao Naga,njo,Eurasia,26.32,94.38,Sino-Tibetan,,Mamta Kumari,,0.6975308641975309,1.0,
sand-Ao_1,Ao_1,aona1235,Ao Naga,njo,Eurasia,26.32,94.38,Sino-Tibetan,decimal,Mamta Kumari,,0.6851851851851852,1.0,
numerals-aona1235-1,"Ao Naga, India",aona1235,Ao Naga,njo,Eurasia,26.3241,94.3824,Sino-Tibetan,decimal,Eugene Chan,Ao Naga has a decimal system. The above data is taken from Chuling dialect of Ao Naga.,0.24074074074074073,0.9655172413793104,
numerals-aona1235-2,"Ao Naga, India",aona1235,Ao Naga,njo,Eurasia,26.3241,94.3824,Sino-Tibetan,decimal,Eugene Chan,"Ao Naga has a decimal system. On the above table, the first set of numerals are from Ao Mongsen Naga, the second from Chungli (Standard) Naga. Note that the symbol [ɰ] as in number four 'pə̀zɰ̄' is a velar approximant.",0.24074074074074073,0.9655172413793104,
