"","ID","Name","Glottocode","Glottolog_Name","ISO639P3code","Macroarea","Latitude","Longitude","Family","BaseAnnotation","BaseAnnotator","BaseComment","Coverage","OneToThirty","BaseInSource"
"126","numerals-giiw1236-1","Kirfi (Giiwo), Nigeria","giiw1236","Giiwo","kks","Africa",10.35754,10.46037,"Afro-Asiatic","","Eugene Chan","Kirfi numeral system might be very similar to Bole numeral system. There are some missing terms on the above chart.",0.154320987654321,0.758620689655172,NA
"127","numerals-glav1244-1","Glavda, Nigeria, Cameroon","glav1244","Glavda","glw","Africa",11.1334,13.8652,"Afro-Asiatic","","Eugene Chan","The numeral system of Glavda is similar to that of Wandala.",0.246913580246914,1,NA
"128","numerals-goem1240-1","Goemai (Ankwe), Nigeria","goem1240","Goemai","ank","Africa",8.74455,9.72453,"Afro-Asiatic","vigesimal","Eugene Chan","Goemai has a vigesimal system with five-based substructure. There are two forms for the number 'one'ː the first form is used in counting, the second is used when semantically modifying a noun or verb. It is probably originally the ordinal number 'first' (ɡə̀ + cardinal number); the number 'ten' may be related to the word 'sá', which means ' hand'. The linkers 'ʃikà' and 'kà' can be used interchangeably. The word 'twenty' means ' catch a person', that is, counting all fingers and toes of a person adds up to 20. Nowadays, people use traditional numerals up to 10 regularly, but for numerals above 10, speaker usually use the Hausa forms.",0.240740740740741,1,NA
"129","numerals-gofa1235-1","Gofa-Gamo-Dawro, Ethiopia","gofa1235","Gofa","gof","Africa",6.57645,37.05,"Ta-Ne-Omotic","decimal","Eugene Chan","Gamo or Gamo-Gofa-Dawro reported on 'Ethnologue' has a decimal system similar to that of Wolaitta. The above data is taken from Gofa variety.",0.246913580246914,1,NA
"130","numerals-goro1270-1","Gorowa (Gorwaa), Tanzania","goro1270","Gorowa","gow","Africa",-4.23575,35.7996,"Afro-Asiatic","decimal","Eugene Chan","Gorowa or Gorwa has a decimal system similar to that of Iraqw. Gorowa is spoken in the Dodoma and Manyara Regions, the eastern-central part of Tanzania.Note: The symbol # is used to delineate the division between words As per your example, the form [miba#ne#wák] (eleven) = mibaangw (ten), nee (and), wák (one).",0.253086419753086,1,NA
"131","numerals-gude1246-1","Gude, Nigeria","gude1246","Gude","gde","Africa",10.2138,13.403,"Afro-Asiatic","","Eugene Chan","Gude number 1000' is a loanword from Hausa.",0.209876543209877,0.793103448275862,NA
"132","numerals-gudu1250-1","Gudu (Gudo), Nigeria","gudu1250","Gudu","gdu","Africa",10.1206,12.5359,"Afro-Asiatic","decimal","Eugene Chan","Gudu has a decimal system. There are some missing terms.",0.179012345679012,0.724137931034483,NA
"133","numerals-gudu1252-1","Guduf-Gava, Nigeria","gudu1252","Guduf-Gava","gdf","Africa",11.1057,13.7893,"Afro-Asiatic","decimal","Eugene Chan","Guduf-Gava has a decimal system of counting similar to that of Cinene.",0.246913580246914,1,NA
"134","numerals-gunn1250-1","Gun-Gbe, Benin, Nigeria","gunn1250","Gun","guw","Africa",6.48529,2.76767,"Atlantic-Congo","","Eugene Chan","Gun or Gun-Gbe has a rather complicated numeral system of counting similar to that of Aja-Gbe and Fon-Gbe. Note that the traditional phonetic symbolsː c=IPA [t͡ʃ], j=IPA [d͡ʒ], ny=IPA [ɲ], y=IPA [j].",0.259259259259259,1,NA
"135","numerals-guru1271-1","Guruntum, Nigeria","guru1271","Guruntum-Mbaaru","grd","Africa",9.87332,10.162,"Afro-Asiatic","","Eugene Chan","Guruntum borrowed Hausa numerals for hundred and thousand.",0.246913580246914,1,NA
"136","numerals-gvok1239-1","Gvoko, Nigeria, Cameroon","gvok1239","Gvoko","ngs","Africa",10.9918,13.7537,"Afro-Asiatic","decimal","Eugene Chan","Gvoko has a decimal system different from that of Cinene and Guduf Gava. 'ɣàr' means 'head'. Note that High tone unmarked, low tone marked with grave accent.",0.234567901234568,1,NA
"137","numerals-gwan1268-1","Gwandara, Nigeria","gwan1268","Gwandara","gwn","Africa",9.20464,7.49931,"Afro-Asiatic","vigesimal","Eugene Chan","The numbers after ten for the six Gwandara dialect are different. In Koro dialect, the numbers from twenty onwards are replaced by Arabic loanwords. In Gitata dialect, they has a vigesimal system mixing Arabic loans with traditional numbers. The numbers from 11 to 19 areː ɡóŋ̀ ʃáʔ da ... ɡóŋ̀ ʃáʔ tə́rà ; numbers 20, 24, 25, 30, 40, 50, 60, 70, 80, 90, 100, 200 and 1000 areː 20 is àʃȉrín / ɡóŋ̀ ɡɨ́zo bi, 24 is ɡóŋ̀ ɡɨ́zo bi ǹ puru, 25 is ɡóŋ̀ ɡɨ́zo bi ǹ bìyàri, 30 is ɡóŋ̀ ɡɨ́zo úkù, 40 is àʃȉríŋ ɡɨ́zo bi ( 20 x 2), 50. is àʃȉríŋ ɡɨ́zo bi ǹ ɡóŋ ( 20 x 2 + 10), 60 is àʃȉríŋ ɡɨ́zo úkù, 70 is àʃȉríŋ ɡɨ́zo úku ǹ ɡóŋ, 80 is àʃȉríŋ ɡɨ́zo puru, 90 is àʃȉríŋ ɡɨ́zo puru ǹ ɡóŋ, 100 is àʃȉríŋ ɡɨ́zo bìyàri, 200 is àʃȉríŋ ɡɨ́zo ɡóŋ, 1000 is àʃȉríàʃȉríŋ ɡɨ́zo ɡóŋ. In Nimbia dialect, they adopted a duodecimal system which might be influenced by nearby Platoid languages, n Nimbia dialect, the number for 100 is ' ɡùme táɡə́r nì furu '1000' is ' wo boʔo nì ɡùme kwáda nì furu '.",0.240740740740741,1,NA
"138","numerals-gwii1239-1","ǀGwi (Gǀui), Botswana","gwii1239","/Gwi","gwj","Africa",-22.2708,21.9431,"Khoe-Kwadi","","Eugene Chan","ǀGwi has a simple counting system There are only three numerals in ǀGwi. In additional to these three traditional numerals, now English loanwords are used typically for counting amount of money. The English loan numerals are phonologically irregular in terms of the consonant inventory and the phonotactics. ǀGwi doesn't have the phonemes /fl/ or the sequences /ks, tw, tr, dr / etc. There are special 'click sounds 'ː 'ǀ' is a dental click, 'ǃ' a (post) alveolar lateral click and 'ǁ' an alveolar click.",0.246913580246914,1,NA
"139","numerals-hadi1240-1","Hadiyya, Ethiopia","hadi1240","Hadiyya","hdy","Africa",7.57377,37.7577,"Afro-Asiatic","decimal","Eugene Chan","Hadiyya has a decimal system.",0.246913580246914,1,NA
"140","numerals-hadz1240-1","Hadza, Tanzania","hadz1240","Hadza","hts","Africa",-3.83115,35.0458,"Hadza","","Eugene Chan","Hadza has only five numerals of Khoisan origin, At the time they used big numbers the Swahilisation had started.",0.104938271604938,0.517241379310345,NA
"141","numerals-haio1238-1","ǂAkho Hai||om, Namibia","haio1238","Hai//om-Akhoe","hgm","Africa",-19.7637,17.0299,"Khoe-Kwadi","decimal","Eugene Chan","The speakers of =Akhoe Hai||om, that I work with, are currently using is the Nama/Damara (Khoekhoegowab) system. I noticed that you already have that system on your website. There is only a minor difference: the word for 6 is !nani and not !nana. In a list of words collected by a late Finnish missionary (Tertu Heikinnen) in the 70's, there is evidence of a different counting system that uses 5 as it's numeral base, but I have not been able to find a speaker familiar with this system amongst the speakers I work with. This could be due to the fact that Mrs. Heikinnen was working in a community much further to the north, or the system she documented has since ""died out"". Nama has developed a decimal system. the word 'kai' means 'big' and ' ǀa ' means 'full'. Nama is a tonal languages with several click sounds. The symbol 'ǀ' is a dental click, 'ǃ' a (post) alveolar lateral click and 'ǁ' an alveolar click.",0.246913580246914,1,NA
"142","numerals-hass1238-1","Hassaniyya, Mauritania, Algeria","hass1238","Hassaniyya","mey","Africa",18.29,-14.11,"Afro-Asiatic","decimal","Eugene Chan","Hassaniyya or Mauritanian Arabic is spoken in Mauritanian, Algeria, Mali, Morocco, Niger and Western Sahara. This language has a decimal system similar to that of other Arabic languages or varieties. — For number ‘one’: [waːħəd] is used for counting and for qualifying masculine nouns: [ktaːb waːħəd] ‘one book’. [waħdæ] is used for qualifying feminine nouns: [bægṛa waħdæ] ‘one cow’. — For number ‘two’: [æθnæjn] is used for counting and for qualifying masculine definite nouns: [lə=ktuːb l=æθnæjn] ‘the two books’. [θəntæjn] is used for qualifying feminine definite nouns: [l-bægṛaːt əθ=θəntæjn] ‘the two cows’. The dual with suffix [ajn] is used with indefinite nouns: [ktaˑb-ajn] ‘two books’. — Numbers ‘three’ to ‘nineteen’ and ‘hundred’ have two or three forms. The first form is used for counting and for qualifying definite nouns: [əṛ=ṛaʒʒaːlæ l =æθnaʕʃ] ‘the twelve men’. The second form is used before indefinite nouns: [aṛbaʕ ṛaʒʒaːlæ] ‘four men’, [æθnaʕʃərˤ ṛaːʒəl] ‘twelve men’. For number ‘three’ to ‘ten’, the form used before indefinite nouns has always a final [t] if the noun is masculine and begins with a vowel. So a specific form exists for numbers ‘four’, ‘five’, ‘seven’, ‘eight’ and ‘nine’, ex. [aṛbaʕt æjjaːm] ‘four days’, [æθmənt ælaːv] ‘eight thousand’.",0.246913580246914,1,NA
"143","googleuninum-hau","Hausa","haus1257","Hausa","hau","Africa",11.1513,8.7804,"Afro-Asiatic","","","",0.679012345679012,1,NA
"144","numerals-hdii1240-1","Hadi (Hdi), Cameroon","hdii1240","Hdi","xed","Africa",10.942,13.6881,"Afro-Asiatic","decimal","Eugene Chan","Hdi has a decimal system of counting. The word ''mìdá'' in compound numerals means ''inside''. So, 21 would be ''20, 1 inside''. The word ''ɮìbì'' is used to count money while ''də̀mbù'' is a designated number derived from Hausa ''dubu''.",0.246913580246914,1,NA
"145","numerals-herd1236-1","Herdé (Zime), Chad","herd1236","Herde","hed","Africa",9.14343,14.9267,"Afro-Asiatic","decimal","Eugene Chan","Herde has a decimal system of counting similar to that of Mesme. 'sāk' is loanword from French 'sac'.",0.246913580246914,1,NA
"146","numerals-hert1241-1","Hértevin, Turkey","hert1241","Hertevin","hrt","Eurasia",37.373,42.5192,"Afro-Asiatic","","Eugene Chan","The above data are from Hértevin dialect of Neo-Aramaic.",0.246913580246914,1,NA
"147","numerals-hler1235-1","Hlersu, China","hler1235","Hlersu","hle","Eurasia",24.4,101.4,"Sino-Tibetan","decimal","Eugene Chan","Hlersu has a decimal system.",0.246913580246914,1,NA
"148","numerals-hozo1236-1","Hozo, Ethiopia","hozo1236","Hozo","hoz","Africa",9.38875,34.60448,"Blue Nile Mao","vigesimal","Eugene Chan","Hozo has a vigesimal system of counting with a base five. 1. ʔòttá 'and, remain’ is used to count from six to nine and to add the numbers of fingers. 2. dä̀ká 'foot' is used to count from eleven to fifteen and to add the number of toes. 3. Both dä̀ká and ʔòttá are used to count from sixteen to nineteen. 4. k'e 'body' is used to mean twenty which refers to the sum of fingers and toes of a person. 5. The young [literate] people are not very much aware of the numerals. They switch to Oromifa. Surprisingly, to count the hundreds they start using a short mechanism by using one and zero as follows: ʔónná ʔùwwá dòmbó one hundred [ lit. one and two zeros] dòmbó ʔùwwá dòmbó two hundred [litː two and two zeros] ʔónná ʔùwwá sìjázì one thousand ʔónná ʔùwwá bétsʼi ten thousand ʔónná ʔùwwá kwítsʼi one hundred thousand ʔónná ʔùwwá kwítsʼi ʔòttá ʔónnà one million etc..",0.240740740740741,1,NA
"149","numerals-huba1236-1","Huba (Kilba), Nigeria","huba1236","Huba","hbb","Africa",10.3544,13.139,"Afro-Asiatic","decimal","Eugene Chan","Kilba has a decimal numeral system. The data with an asterisk were taken from Jerry A. Grieve's source.",0.246913580246914,1,NA
"150","numerals-hung1276-1","Hungworo (Cahungwarya), Niger state, Nigeria","hung1276","Hungworo","nat","Africa",10.3243,6.3024,"Atlantic-Congo","decimal","Enock Appiah Tieku","Cahungwarya or ũngwāī or Hungworo has a decimal numeral system similar to that of Pongu. There are loanwords from Hausa for hundred and thousand.",0.259259259259259,1,NA
"151","numerals-hwan1240-1","Hwana (Hwona), Nigeria","hwan1240","Hwana","hwo","Africa",10.3633,12.7683,"Afro-Asiatic","decimal","Eugene Chan","Hwana has a decimal system. There are some missing terms.",0.191358024691358,0.793103448275862,NA
"152","numerals-hyaa1239-1","Hya (Higi Ghye), Cameroon","hyaa1239","Hya","hya","Africa",10.4814,13.526,"Afro-Asiatic","decimal","Eugene Chan","Hya has a decimal system. There are some missing terms.",0.166666666666667,0.655172413793103,NA
"153","numerals-iban1261-1","Ibani, Nigeria","iban1261","Ibani","iby","Africa",4.49119,7.23558,"Ijoid","vigesimal","Eugene Chan","Ibani has a vigesimal numeral system with special constructions for numbers 15 and 19, 25 to 29. Notesː In counting, /àtìé/ is used for '10'; / fíndí/ means over' or 'add'; /fà/ means 'less' or 'loss'.",0.253086419753086,1,NA
"154","numerals-igal1242-1","Igala, Nigeria","igal1242","Igala","igl","Africa",7.34325,7.17974,"Atlantic-Congo","vigesimal","Enock Appiah Tieku","Igala has vigesimal numeral system. There are separate units for the numerals ‘zero’ to ‘ten’ in Igala. There are also other separate forms for higher units; óɡʷú for ‘twenty’, ódʒe for ‘fifty’, ɔ̀ɡbʷá ɔ́kɔ́ for ‘two hundred’ úlú (ɔ́kɔ́) for ‘four hundred’, óɡwúmétʃi for ‘seven hundred’, and the highest unit is ítʃámû ‘eight hundred’ in this hierarchy. The units for ‘two hundred’ and ‘four hundred’ may occur with an optional expression, ɔ́kɔ́‘money’. This may be a pointer to the fact that these units came into the numeral system with the invention of money in Igala economy at some. Other units in the numeral system are the morpheme òké ‘unit’, the overt addition morpheme, ɲú, the multiplication morpheme, mɔ́ and the subtraction morpheme, tʃì. For addition in the numeral system, the lower base numerals, particularly ‘one’ to ‘ten’, are used for counting the additions up to ‘nineteen’ in phrase combination with whatever is added. After these juxtapositions, there is the new unit, ógʷú for ‘twenty’. Observe above that there is a special form for ‘one’ in the combination meaning ‘eleven (ten plus one)’, using the alternate/clitic form, kâ instead of the fully-fledged ǒkâ morpheme. This alternate form also occurs everywhere else where the sum of addition brings the number to ‘plus one’ in the numeral system. Observe from the set of examples that beyond ‘twenty’, in the addition of ‘one’, a new morpheme, ɲú (lit. enter) ‘add’ is attached obligatorily before the added value. In counting ‘plus one’ in the thousandth, the morpheme, òké ‘unit’ makes ‘one’ an optional expression, as the sense of ‘unit’ may stand at this rate to also express ‘plus one’, as is shown in ítʃámû ɲú ɔ̀ɡʷá ɔ́kɔ́ ɲú òké (mɔ̂ kâ) ‘one thousand and one’. The addition template, ɲú ((òké) mɔ́, is utilized generally in the higher numerals from ‘twenty’ in adding forms of the lower numerals generally. For numeral values lower than ‘thousand’; from ‘twenty’ upwards, even though the expression òké ‘unit’ may be utilized, it is phonologically optional as is shown using the brackets in the numeral examples. The simple additive morpheme, ɲú may also be used in isolation for addition. This is the case in instances such as ɔ̀ɡʷá ɔ́kɔ́ mɔ́ ɲú ódʒe (lit. two hundred add fifty), ítʃámû ɲú ɔ̀ɡʷɔ̀ mɔ́ ɛ̀lú (lit. eight hundred add one hundred) ‘eight hundred’ and ítʃámû ɲú ɔ̀ɡʷá ɔ́kɔ́ (lit. eight hundred add two hundred) ‘one thousand’. Whereas in phrasal combinations for simple additions of the lower numerals, ‘eleven’ to ‘nineteen’, the structural means is generally by the juxtaposition of ‘ten’, the highest unit of the base numerals that can be paired with other units below it; juxtaposition for the purpose of addition in the higher numerals is restricted only to the two isolates in the system, óɡʷú ɛ̀ɡʷá (twenty + ten) ‘thirty’ and úlú ɔ̀ɡʷá (four hundred + two hundred) ‘six hundred’. The hierarchy of occurrence is generally from a bigger number to a lower one without exception. Thus, the forms * ɔ̀ɡʷá úlú (two hundred + four hundred), * ɛ̀ɡʷá óɡʷú (ten + twenty) and maybe *ɛ̀ta ɛ̀ɡʷa (three + ten) are deviant structures for addition. ɛ̀ta ɛ̀ɡʷá ‘sixty’ however occurs, but as the sum shows, this case is rather for multiplication, and the ɛ̀ta form here is actually a shortened form for the underlying ɔ̀ɡbɔ̀ mɔ́ ɛta ɛ̀ɡʷá (twenty multiply three x ten) rather than simply *ɛ̀ta ɛ̀ɡʷa(three + ten), which is deviant. One other interesting fact of the Igala numeral system is revealed in the hierarchical organization of its metric system. It seems clear from the occurrence in the language of òké ‘unit’ between higher numerals and numerals between ‘one’ and ‘ninteen’ that numerals ‘one’ to ‘nineteen’ are considered mere units of the lower numerals to be added to higher numerals. This system would contrast with languages like English in which the units are ‘one’ through ‘nine’ only. Observe the following examples, 1001 ítʃámû ɲú ɔ̀ɡʷá ɔ́kɔ́ ɲú òké (mɔ́ kâ) 1002 ítʃámû ɲú ɔ̀ɡʷá ɔ́kɔ́ ɲú òké mɔ́ èdʒì 1010 ítʃámû ɲú ɔ̀ɡʷá ɔ́kɔ́ ɲú òké mɔ́ ɛ̀ɡʷá 1019 ítʃámû ɲú ɔ̀ɡʷá ɔ́kɔ́ ɲú òké mɔ́ ɛ̀ɡʷá ɛ̀lá 1020 ítʃámû ɲú ɔ̀ɡʷá ɔ́kɔ́ ɲú òké mɔ́ óɡʷú 1050 ítʃámû ɲú ɔ̀ɡʷá ɔ́kɔ́ ɲú òké mɔ́ ódʒe As the ungrammaticality of the treatment of ‘twenty’ and ‘fifty’ as units in ‘one thousand and twenty’ and ‘one thousand and thirty’ suggests, these are not lower units in Igala, even though nineteen in ‘one thousand and nineteen’ is demonstrated to be considered a unit. Thus for English it may be ‘units’, ‘tens’, ‘hundreds’, ‘thousands’, etc, for Igala it is ‘units’, ‘twenties’, ‘fifties’, ‘two hundreds’, ‘four hundreds’ and ‘eight hundreds’.",0.246913580246914,1,NA
"155","numerals-igas1238-1","Ariɡidi (Iɡasi), Nigeria","igas1238","Igasi","","Africa",NA,NA,"Atlantic-Congo","vigesimal","Enock Appiah Tieku","Ariɡidi (Iɡasi) has a vigesimal system similar to that of Yoruba.",0.259259259259259,1,NA
"156","numerals-ipul1238-1","Ipulo, Cameroon","ipul1238","Ipulo-Olulu","ass","Africa",6.2918,9.64676,"Atlantic-Congo","quinary","Enock Appiah Tieku","senary - 7=6*1, octal 9=8*1; Ipulo has a vigesimal system with substructures for numbers 7 and 9, and a single word for 15. Note: Tone melody has not been checked beyond a cursory check of the numerals 1-10. This is a preliminary list only. Addendum: 300. iham nukul (20 x 15), 400. ihami ekins veɲi (""big 20"" (i.e. 100) x4), 500. ihami ekins vetan (""big 20"" x 5), 600.ihami ekins veɾatum (""big 20"" x 6), 700. ihami ekins veɾatum nɔmɔ (""big 20"" x (6+1)), 800. ihami ekins viɲeɲi (""big 20"" x 8), 900. ihami ekins viɲeɲi nɔmɔ (""big 20"" x (8+1))",0.240740740740741,1,NA
"157","numerals-iraq1241-1","Iraqw, Tanzania","iraq1241","Iraqw","irk","Africa",-4.19948,35.2939,"Afro-Asiatic","","Eugene Chan","Iraqw numerals are similar to Burunge numerals.",0.246913580246914,1,NA
"158","numerals-isco1239-1","Isconahua, Peru","isco1239","Isconahua","isc","South America",-7.75236,-74.5193,"Pano-Tacanan","","Eugene Chan","Isconahua is an endangered language. This language might have few traditional words for numbers. Reference sources (please list books or articles): The Isconahua are an isolated, endangered tribe of Peru. They have very little contact with outsiders and recent estimates suggest there are fewer than 100 speakers left. KENSINGER, Kenneth M., author. 1985. ""Panoan linguistic, folkloristic and ethnographic research: retrospect and prospect."" In South American Indian languages: retrospect and prospect, Harriet E. M. Klein and Louisa R. Stark (eds.). pages 224-85. Austin: University of Texas. LOOS, Eugene E., author. 1973. ""Algunas implicaciones de la reconstrucción de un fragmento de la gramática del proto-pano."" In Estudios panos 2. pages 263-282. Serie Lingüística Peruana 11. Yarinacocha: Instituto Lingüístico de Verano. Additional notes about the counting system in this language: Speakers of Isconahua are said to speak Shipibo-Conibo as well. Their numerals for 1 and 2 also resemble Shipibo numerals 1 and 2, which are “huestiora” and “rabé”. However, number 3 in Isconahua “narabeëjëco” does not resemble the Shipibo number 3, “quimisha”.",0.0185185185185185,0.103448275862069,NA
"159","numerals-izon1238-1","Izon (Ijaw/Ijo), Nigeria","izon1238","Izon","ijc","Africa",5.17986,5.51702,"Ijoid","vigesimal","Eugene Chan","The traditiona Izon counting system is based on twenty and there is a number for '400', so 1000 is 'two and a half 400s'. They have developed a decimal numeral system like the Kolokuma dialect now.",0.246913580246914,1,NA
"160","numerals-jimi1254-1","Jimi (Mwulyen, Zumu), Cameroon","jimi1254","Jimi (Cameroon)","jim","Africa",10.251,13.5258,"Afro-Asiatic","decimal","Eugene Chan","Jimi has a decimal system. There are some missing terms. The data need checking with updated ones.",0.166666666666667,0.655172413793103,NA
"161","numerals-jimi1255-1","Jimi, Nigeria","jimi1255","Jimi (Nigeria)","jmi","Africa",10.7299,9.8118,"Afro-Asiatic","decimal","Eugene Chan","Jimi has a decimal system.",0.123456790123457,0.379310344827586,NA
"162","numerals-kaby1243-1","Kabyle (Taqbaylit), Algeria","kaby1243","Kabyle","kab","Africa",36.4103,4.76137,"Afro-Asiatic","","Eugene Chan","There are feminine and masculine forms for numerals one and two in the Kabyle (Taqbaylit) language.",0.246913580246914,1,NA
"163","numerals-kach1284-2","Ganjule, Ethiopia","kach1284","Kachama-Ganjule-Haro","kcx","Africa",6.3971,37.9291,"Ta-Ne-Omotic","decimal","Eugene Chan","Ganjule has a decimal system of counting similar to that of Zayse-Zargulla. The linker -ne in the compound numbers means 'and'. The number for 'thousand' are borrowed from Amharic. Note that the symbol <č> is a voiceless palatal affricative, IPA <tʃ>, <š> is <ʃ>.",0.246913580246914,1,NA
"164","numerals-kaci1244-1","Baalesi, Ethiopia, Sudan","kaci1244","Kacipo-Balesi","koe","Africa",6.16512,34.9436,"Surmic","vigesimal","Eugene Chan","Balesi or Kacipo-Baalesi has a counting system based on twenty. Tone after number 19 is not studied yet. The traditional word for 1000 'ɔmɔtɔʃ' literally means 'plenty', there is a loanword 'ʃi' from Amharic language. All that is more that 100 will be 'ɔmɔtɔʃ' which means a lot.",0.240740740740741,1,NA
"165","numerals-kada1282-1","Kadaru, Sudan","kada1282","Kadaru","kdu","Africa",12.1554,30.2709,"Nubian","trigesimal","Eugene Chan","Kadaru a strange numeral system based on 30, It took us two hours to do just from 40–2000, with the informantː Zuber who is of 70 of age.",0.246913580246914,1,NA
"166","numerals-kafa1242-1","Kafa, Ethiopia","kafa1242","Kafa","kbr","Africa",7.34022,36.1718,"Ta-Ne-Omotic","decimal","Eugene Chan","Kafa or Kafinoonoo has a decimal system influenced by the Semitic language. 3000 is kèèddʒé hùmó; 4000 áwùddé hùmó. Note that <tʃ’> is a voiceless palato alveolar affricate and ejective, < t’> is a voiceless stop ejective.",0.246913580246914,1,NA
"167","numerals-kala1381-1","Okrika (Kalabari), Nigeria","kala1381","Kalabari","ijn","Africa",4.53194,6.69539,"Ijoid","vigesimal","Eugene Chan","Okrika has a vigesimal numeral system.",0.253086419753086,1,NA
"168","barlowpacific-kama1374-1","Yate (3 sub-dialect areas) [data correspond to three Glottocodes: kani1286, keya1238, inok1238]","kama1374","Kamano-Yagaria","","",-6.296611618,145.5584545,"Nuclear Trans New Guinea","","","",0.0432098765432099,0.241379310344828,NA
"169","numerals-kamb1316-1","Kambaata, Ethiopia","kamb1316","Kambaata","ktb","Africa",7.37582,37.9088,"Afro-Asiatic","decimal","Eugene Chan","Kambaata has a decimal system of counting. The numeral tor-dúma '10' is is morphologically complex. It consists of the stem tor- ‘10’ plus the building morpheme for tens, -duma, and could thus literally be translated as ''ten-ty''. As shown in the above table, the subsequent tens ('20', '30', …, '90') are formed through multiplication. The numbers from 2 to 9 serve as multipliers, -duma as multiplicand. A long vowel is located between multiplier and multiplicand. This vowel is mostly -aa (see, for instance, ont-aa-dúma '50'), in one case -oo (see lam-oo-dúma '20') The lexeme sadʒdʒ-aa-dúma ‘30’ is slightly irregular: it contains dʒdʒ as a second stem consonant while the basic numeral sás-o ‘3’ has a stem-final s. Note that the numeral tor-dúma ‘10’ contains an element tor-, the numerals from 11 to 19 are based on another allomorph of ‘10’, namely too-. Whereas the long vowel between the multiplier ‘two’ and the multiplicand ‘ten’ is -oo in lamoo-dúma '20', it is ee for the numbers between 21 and 29; see, for instance, lam-ée-na hezzéetto ‘28’. All other numbers consisting of tens plus units are generated in a regular way and the long vowel of the tens is retained in the tens plus units; see, for instance, sadʒdʒ-aa-dúma ‘30’ and sadʒdʒ-áa-na ónto ‘35’. The numbers t’ibbíta ‘100’ and kumíta ‘1000’ are not case and gender-agreeing numeral attributes but feminine nouns. With the younger generation, kumíta is being replaced by the Amharic loan ʃii '1000'. The numeral milooná ‘one million’, a masculine noun, is borrowed from European languages via Amharic. As modifiers of a head noun, the numeral nouns are always encoded in the genitive case. Source: Treis, Yvonne 2007. Cardinal numerals in Kambaata. In: Machalík, Tomáš and Jan Záhořík (eds.). VIVA Africa 2007. Proceedings of the 2nd International Conference on African Studies. Pilsen, 27-28 April. Pilsen: Dryada. Pp. 55-70. (Document downloadable here)",0.277777777777778,1,NA
"170","numerals-kamw1239-1","Kwame (Fali of Kiria), Nigeria","kamw1239","Kamwe","hig","Africa",10.646,13.5136,"Afro-Asiatic","decimal","Eugene Chan","Kwame has a decimal system. There are some missing terms.",0.166666666666667,0.655172413793103,NA
"171","numerals-kane1243-1","Kanembu, Chad","kane1243","Kanembu","kbl","Africa",13.8749,14.8437,"Saharan","","Eugene Chan","Kenembu numeral system is similar to Kanuri numeral system.",0.246913580246914,1,NA
"172","numerals-kare1348-1","Karekare, Nigeria","kare1348","Karekare","kai","Africa",12.5176,10.8732,"Afro-Asiatic","decimal","Eugene Chan","Karekare has a decimal system with special forms for numerals 6, 7, and 8.",0.246913580246914,1,NA
"173","numerals-kark1255-1","Adi-Karko, India","kark1255","Karko (India)","","Eurasia",29.00762,94.90109,"Sino-Tibetan","decimal","Eugene Chan","The Karko has a decimal numeral system. The above data is in orthographic spellings, more reliable data in phonetic form and indicated tones are needed to compare with the old data. Karko numerals are similar to Miri.",0.172839506172839,0.689655172413793,NA
"174","numerals-karo1303-1","Karon Dori, Papua, Indonesia","karo1303","Karon Dori","kgw","Papunesia",-0.7871,132.663,"Maybrat-Karon","quinary","Eugene Chan","Karon Dori seems have a quinary counting system.",0.037037037037037,0.206896551724138,NA
"175","numerals-katc1249-1","Katcha, Sudan","katc1249","Katcha-Kadugli-Miri","xtc","Africa",10.8423,29.4914,"Kadugli-Krongo","quinary","Eugene Chan","Katcha has a quinary, vigesimal counting system. A man with ten figures and ten toes makes total of 20, thirty can be expressed by úkːúmú umudi úfúń ad̪aɓaaɡa aɟʊnɛ.",0.246913580246914,1,NA
"176","bowernnumerals-KaurnEngl","KarunaEnglish","kaur1267","Kaurna","zku","Australia",-34.34966141,138.4800794,"Pama-Nyungan","quaternary","Ezequiel Koile","1, 2, 3, 4, 4:1, 4:2, 7, 8",0.0679012345679012,0.379310344827586,NA
"177","numerals-keig1242-1","Keiga, Sudan","keig1242","Keiga","kec","Africa",11.2064,29.3889,"Kadugli-Krongo","vigesimal","Eugene Chan","Keiga has a numeral system based on twenty.",0.246913580246914,1,NA
"178","numerals-keli1248-1","Kaliko (Keliko), Sudan","keli1248","Keliko","kbo","Africa",3.56039,30.556,"Central Sudanic","decimal","Eugene Chan","Kaliko has a decimal system. The word 'kàlî' in twenty and other tens means ' stick 'There is an loanword from the Lingala, a Bantu language, for the number '100 kamá'. Kaliko has five tonesː à = low, á = high, ā = mid, â = high-low, and ǎ = low-high.",0.234567901234568,1,NA
"179","numerals-kera1255-1","Kera, Chad","kera1255","Kera","ker","Africa",9.88165,15.1419,"Afro-Asiatic","decimal","Eugene Chan","Kera has a decimal system. But, they also have a counting system based on five 'suŋku' to count money. The big numbers 'saŋ' and 'bàdə̀ɡàr' are used only for counting money. Tone markingː á = High, à = Low and Mid tone unmarked.",0.246913580246914,1,NA
"180","numerals-khol1240-1","Kholok (Widala), Nigeria","khol1240","Kholok","ktc","Africa",9.33645,10.9671,"Afro-Asiatic","decimal","Eugene Chan","Kholok has a decimal system.",0.246913580246914,1,NA
