File,Glottocode,Language-level_Glottocode,Use_in_analyses
numerals-krik1239-1.csv,krik1239,cane1242,NO
numerals-krun1240-1.csv,krun1240,lave1249,NO
numerals-kuam1234-1.csv,kuam1234,kuam1234,NO
numerals-kuan1247-1.csv,kuan1247,kuan1247,NO
numerals-kuan1249-1.csv,kuan1249,kuan1249,NO
numerals-kuii1252-1.csv,kuii1252,kuii1252,NO
numerals-kumz1235-1_edit.csv,kumz1235,kumz1235,NO
numerals-kund1255-1.csv,kund1255,kund1255,NO
numerals-kund1257-1.csv,kund1257,kund1257,NO
numerals-kupi1238-1.csv,kupi1238,kupi1238,NO
numerals-kura1247-1.csv,kura1247,nort2666,NO
numerals-kura1250-1.csv,kura1250,kura1250,NO
numerals-kuri1259-1.csv,kuri1259,kuri1259,NO
numerals-kurt1248-1edited.csv,kurt1248,kurt1248,NO
numerals-kuru1302-1.csv,kuru1302,kuru1301,NO
numerals-kusu1250-1.csv,kusu1250,kusu1250,NO
numerals-kuta1241-1.csv,kuta1241,kuta1241,NO
numerals-kutu1263-1.csv,kutu1263,kutu1263,NO
numerals-kuvi1243-1.csv,kuvi1243,kuvi1243,NO
numerals-kuwa1247-1.csv,kuwa1247,kuwa1247,NO
numerals-kuyy1240-1.csv,kuyy1240,kuyy1240,NO
numerals-kwak1266-1.csv,kwak1266,kwak1266,NO
numerals-kwan1273-1.csv,kwan1273,kwan1273,NO
numerals-kwas1243-1.csv,kwas1243,kwas1243,NO
numerals-kyen1242-1.csv,kyen1242,kyen1242,NO
numerals-lach1248-1.csv,lach1248,lach1248,NO
numerals-ladi1250-1.csv,ladi1250,ladi1250,NO
numerals-ladi1251-1.csv,ladi1251,ladi1251,NO
numerals-lagh1245-1.csv,lagh1245,lagh1245,NO
numerals-laha1250-1.csv,laha1250,laha1250,NO
numerals-lahu1252-1.csv,lahu1252,lahu1252,NO
numerals-lahu1253-1.csv,lahu1253,lahu1253,NO
numerals-laki1244-1.csv,laki1244,laki1244,NO
numerals-lakk1238-1.csv,lakk1238,lakk1238,NO
numerals-lako1244-1.csv,lako1244,lako1244,NO
numerals-lala1264-1.csv,lala1264,lala1264,NO
numerals-lamb1269-1.csv,lamb1269,lamb1269,NO
numerals-lame1256-1.csv,lame1256,lame1256,NO
numerals-lamk1238-1.csv,lamk1238,lamk1238,NO
numerals-lang1309-1_edit.csv,lang1309,occi1239,NO
numerals-lang1316-1.csv,lang1316,lang1316,NO
numerals-lang1320-1.csv,lang1320,lang1320,NO
numerals-lano1248-1.csv,lano1248,lano1248,NO
numerals-laom1237-1.csv,laom1237,laom1237,NO
numerals-laoo1244-1.csv,laoo1244,laoo1244,NO
numerals-lari1253-1.csv,lari1253,lari1253,NO
numerals-lart1238-1.csv,lart1238,lart1238,NO
numerals-lash1243-1.csv,lash1243,lash1243,NO
numerals-lati1261-1.csv,lati1261,lati1261,NO
numerals-latv1249-1.csv,latv1249,latv1249,NO
numerals-lave1248-1.csv,lave1248,lave1248,NO
numerals-lave1249-1.csv,lave1249,lave1249,NO
numerals-laze1238-1.csv,laze1238,laze1238,NO
numerals-lefa1242-1.csv,lefa1242,lefa1242,NO
numerals-lega1250-1.csv,lega1250,lega1250,NO
numerals-lein1237-1.csv,lein1237,lein1237,NO
numerals-lele1264-1.csv,lele1264,lele1264,NO
numerals-lele1266-1.csv,lele1266,lele1266,NO
numerals-lend1245-1.csv,lend1245,lend1245,NO
numerals-leng1258-1.csv,leng1258,leng1258,NO
numerals-leng1262-1.csv,leng1262,[subgroup],NO
numerals-lepc1244-2.csv,lepc1244,lepc1244,NO
numerals-lhom1239-1.csv,lhom1239,lhom1239,NO
numerals-lian1251-1.csv,lian1251,lian1251,NO
numerals-lian1259-1.csv,lian1259,hakk1236,NO
numerals-lib1267-and-mela1257.csv,mela1257,[subgroup],NO
numerals-libe1247-1.csv,libe1247,libe1247,NO
numerals-ligb1244-1.csv,ligb1244,ligb1244,NO
numerals-ligu1248-1_edit.csv,ligu1248,ligu1248,NO
numerals-limb1263-1.csv,limb1263,limb1263,NO
numerals-limb1266-1.csv,limb1266,limb1266,NO
numerals-limo1246-1_edit.csv,limo1246,occi1239,NO
numerals-ling1262-1.csv,ling1262,ling1262,NO
numerals-ling1263-1.csv,ling1263,ling1263,NO
numerals-lipo1242-1.csv,lipo1242,lipo1242,NO
numerals-lish1235-1.csv,lish1235,lish1235,NO
numerals-lisu1250-1.csv,lisu1250,lisu1250,NO
numerals-lith1251-1.csv,lith1251,lith1251,NO
numerals-lodh1246-1.csv,lodh1246,lodh1246,NO
numerals-logb1245-1-2.csv,logb1245,logb1245,NO
numerals-logo1258-1.csv,logo1258,logo1258,NO
numerals-logu1236-1.csv,logu1236,logu1236,NO
numerals-loko1255-1.csv,loko1255,loko1255,NO
numerals-lolo1259-1.csv,lolo1259,lolo1259,NO
numerals-loma1260-1.csv,loma1260,loma1260,NO
numerals-lomb1257-1.csv,lomb1257,lomb1257,NO
numerals-lowa1242-1.csv,lowa1242,lowa1242,NO
numerals-lowe1385-1.csv,lowe1385,lowe1385,NO
numerals-lowe1395-1.csv,lowe1395,lowe1395,NO
numerals-lozi1239-1.csv,lozi1239,lozi1239,NO
numerals-lugu1238-1.csv,lugu1238,lugu1238,NO
numerals-lukp1238-1.csv,lukp1238,lukp1238,NO
numerals-lund1266-1.csv,lund1266,lund1266,NO
numerals-lush1249-1.csv,lush1249,lush1249,NO
numerals-luuu1242-1.csv,luuu1242,luuu1242,NO
numerals-luxe1241-1.csv,luxe1241,luxe1241,NO
numerals-lyng1241-1.csv,lyng1241,lyng1241,NO
numerals-maas1239-1.csv,maas1239,maas1239,NO
numerals-mace1250-1.csv,mace1250,mace1250,NO
numerals-maha1291-1.csv,maha1291,maha1291,NO
numerals-maho1248-2.csv,maho1248,maho1248,NO
numerals-maho1249-1.csv,maho1249,maho1249,NO
numerals-mait1250-1.csv,mait1250,mait1250,NO
numerals-maka1304-1.csv,maka1304,maka1304,NO
numerals-makc1235-1.csv,makc1235,makc1235,NO
numerals-makh1264-1.csv,makh1264,makh1264,NO
numerals-mako1251-1.csv,mako1251,mako1251,NO
numerals-maku1273-1.csv,maku1273,maku1273,NO
numerals-maky1235-1.csv,maky1235,maky1235,NO
numerals-mala1458-1.csv,mala1458,mala1458,NO
numerals-male1282-1.csv,male1282,male1282,NO
numerals-male1284-1.csv,male1284,male1284,NO
numerals-mali1279-1.csv,mali1279,mali1279,NO
numerals-mall1246-1.csv,mall1246,mall1246,NO
numerals-malt1254-1.csv,malt1254,malt1254,NO
numerals-malv1243-1.csv,malv1243,malv1243,NO
numerals-mama1271-1.csv,mama1271,mama1271,NO
numerals-mamb1294-1.csv,mamb1294,mamb1294,NO
numerals-mamb1296-1.csv,mamb1296,mamb1296,NO
numerals-mana1288-1.csv,mana1288,mana1288,NO
numerals-mand1409-1.csv,mand1409,mand1409,NO
numerals-mand1415-1.csv,mand1415,mand1415,NO
numerals-mand1423-1.csv,mand1423,mand1423,NO
numerals-mand1436-1.csv,mand1436,mand1436,NO
numerals-mang1378-1.csv,mang1378,mang1378,NO
numerals-mani1292-1.csv,mani1292,mani1292,NO
numerals-mank1256-1.csv,mank1256,mank1256,NO
numerals-manm1238-1.csv,manm1238,manm1238,NO
numerals-mann1246-1.csv,mann1246,mann1246,NO
numerals-mann1248-1.csv,mann1248,mann1248,NO
numerals-mant1265-1.csv,mant1265,mant1265,NO
numerals-manu1255-1edited.csv,manu1255,manu1255,NO
numerals-manx1243-1.csv,manx1243,manx1243,NO
numerals-maon1241-1.csv,maon1241,maon1241,NO
numerals-maor1244-1.csv,maor1244,maor1244,NO
numerals-mara1379-1edited.csv,mara1379,mara1379,NO
numerals-mara1382-1.csv,mara1382,mara1382,NO
numerals-mari1414-1.csv,mari1414,mari1414,NO
numerals-mari1416-1.csv,mari1416,mari1416,NO
numerals-mark1256-1.csv,mark1256,mark1256,NO
numerals-marm1234-1.csv,marm1234,marm1234,NO
numerals-maru1249-1.csv,maru1249,maru1249,NO
numerals-marw1256-1.csv,marw1256,marw1256,NO
numerals-masa1299-1.csv,masa1299,masa1299,NO
numerals-masa1300-1.csv,masa1300,masa1300,NO
numerals-mate1258-1.csv,mate1258,mate1258,NO
numerals-maty1235-1.csv,maty1235,maty1235,NO
numerals-maxi1236-1.csv,maxi1236,maxi1236,NO
numerals-maya1281-1.csv,maya1281,maya1281,NO
numerals-mayo1261-1.csv,mayo1261,mayo1261,NO
numerals-maza1291-1.csv,maza1291,maza1291,NO
numerals-mbal1257-1.csv,mbal1257,mbal1257,NO
numerals-mbal1257-2.csv,mbal1257,mbal1257,NO
numerals-mban1268-1.csv,mban1268,mban1268,NO
numerals-mbee1249-1.csv,mbee1249,mbee1249,NO
numerals-mber1257-1.csv,mber1257,mber1257,NO
numerals-mbok1243-1.csv,mbok1243,mbok1243,NO
numerals-mbos1242-1.csv,mbos1242,mbos1242,NO
numerals-mbow1246-1.csv,mbow1246,mbow1246,NO
numerals-mbul1260-1.csv,mbul1260,mbul1260,NO
numerals-mbum1254-1.csv,mbum1254,mbum1254,NO
numerals-mbun1249-1.csv,mbun1249,mbun1249,NO
numerals-mega1243-1.csv,mega1243,mega1243,NO
numerals-megl1237-1.csv,megl1237,megl1237,NO
numerals-mend1266-1.csv,mend1266,mend1266,NO
numerals-meru1245-1.csv,meru1245,meru1245,NO
numerals-meta1238-1.csv,meta1238,meta1238,NO
numerals-mewa1249-1edited.csv,mewa1249,mewa1249,NO
numerals-mewa1250-1edited.csv,mewa1250,mewa1250,NO
numerals-mido1240-1.csv,mido1240,mido1240,NO
numerals-mila1245-2.csv,mila1245,mila1245,NO
numerals-minb1244-1.csv,minb1244,[subgroup],NO
numerals-mind1253-1.csv,mind1253,mind1253,NO
numerals-minn1241-1.csv,minn1241,minn1241,NO
numerals-minr1238-1.csv,minr1238,minr1238,NO
numerals-mint1239-1.edited.csv,mint1239,mint1239,NO
numerals-miny1239-1.csv,miny1239,misi1242,NO
numerals-minz1235-1.csv,minz1235,minz1235,NO
numerals-miqi1235-1.csv,miqi1235,miqi1235,NO
numerals-mirp1238-1.csv,mirp1238,paha1251,NO
numerals-misi1242-1.csv,misi1242,misi1242,NO
numerals-mlab1235-1.csv,mlab1235,mlab1235,NO
numerals-mmaa1238-1.csv,mmaa1238,mmaa1238,NO
numerals-mmen1238-.csv,mmen1238,mmen1238,NO
numerals-mobw1234-2edited.csv,mobw1234,mobw1234,NO
numerals-moch1256-1.csv,moch1256,moch1256,NO
numerals-mode1248-1.csv,mode1248,mode1248,NO
numerals-momb1254-1.csv,momb1254,momb1254,NO
numerals-mong1338-1.csv,mong1338,mong1338,NO
numerals-monn1252-1.csv,monn1252,monn1252,NO
numerals-mons1234-1.csv,mons1234,mons1234,NO
numerals-mont1282-1.csv,mont1282,sout1528,NO
numerals-mosa1240-1.csv,mosa1240,tase1235,NO
numerals-moyo1238-1.csv,moyo1238,moyo1238,NO
numerals-mpie1238-1.csv,mpie1238,mpie1238,NO
numerals-mpii1239-1.csv,mpii1239,mpii1239,NO
numerals-mpuo1241-1.csv,mpuo1241,mpuo1241,NO
numerals-mroc1235-1.csv,mroc1235,mroc1235,NO
numerals-mruu1242-1.csv,mruu1242,mruu1242,NO
numerals-mudh1235-1.csv,mudh1235,mudh1235,NO
numerals-mudu1239-1.csv,mudu1239,mudu1239,NO
numerals-mugo1238-1.csv,mugo1238,mugo1238,NO
numerals-mula1253-1.csv,mula1253,mula1253,NO
numerals-mull1244-1.csv,mull1244,mull1244,NO
numerals-munc1235-1.csv,munc1235,munc1235,NO
numerals-mung1264-1.csv,mung1264,tase1235,NO
numerals-mung1266-1.csv,mung1266,mung1266,NO
numerals-munj1244-1.csv,munj1244,munj1244,NO
numerals-muon1246-1.csv,muon1246,muon1246,NO
numerals-musl1236-1.csv,musl1236,musl1236,NO
numerals-muth1236-1.csv,muth1236,muth1236,NO
numerals-muya1239-1.csv,muya1239,[subgroup],NO
numerals-mwan1247-1.csv,mwan1247,mwan1247,NO
numerals-mwan1250-1.csv,mwan1250,mwan1250,NO
numerals-myen1241-1.csv,myen1241,myen1241,NO
numerals-mzie1235-1.csv,mzie1235,mzie1235,NO
numerals-namu1246-1.csv,namu1246,namu1246,NO
numerals-nanc1254-1.csv,nanc1254,ganc1239,NO
numerals-nang1261-1.csv,nang1261,nang1261,NO
numerals-narp1239-1.csv,narp1239,narp1239,NO
numerals-nawu1242-1.csv,nawu1242,nawu1242,NO
numerals-naxi1245-1.csv,naxi1245,naxi1245,NO
numerals-ncan1245-1.csv,ncan1245,ncan1245,NO
numerals-ndal1241-1.csv,ndal1241,ndal1241,NO
numerals-ndam1239-1.csv,ndam1239,ndam1239,NO
numerals-ndas1238-1.csv,ndas1238,ndas1238,NO
numerals-nden1248-1.csv,nden1248,nden1248,NO
numerals-ndum1239-1.csv,ndum1239,ndum1239,NO
numerals-ndut1239-1.csv,ndut1239,ndut1239,NO
numerals-neap1235-1.csv,neap1235,neap1235,NO
numerals-nepa1253-1.csv,nepa1253,kuru1301,NO
numerals-newa1246-1.csv,newa1246,newa1246,NO
numerals-neyo1238-1.csv,neyo1238,neyo1238,NO
numerals-ngan1299-1.csv,ngan1299,ngan1299,NO
numerals-ngaw1239-1.csv,ngaw1239,ngaw1239,NO
numerals-ngaz1238-1.csv,ngaz1238,ngaz1238,NO
numerals-ngeq1245-1.csv,ngeq1245,ngeq1245,NO
numerals-ngom1270-1.csv,ngom1270,ngom1270,NO
numerals-ngom1272-1.csv,ngom1272,ngom1272,NO
numerals-ngon1267-1.csv,ngon1267,ngon1267,NO
numerals-ngon1269-1.csv,ngon1269,[subgroup],NO
numerals-ngul1246-1.csv,ngul1246,ngul1246,NO
numerals-ngul1247-1.csv,ngul1247,ngul1247,NO
numerals-nguo1239-1.csv,nguo1239,nguo1239,NO
numerals-ngur1263-1.csv,ngur1263,ngur1263,NO
numerals-nila1242-1.csv,nila1242,nila1242,NO
numerals-njeb1242-1.csv,njeb1242,njeb1242,NO
numerals-nkon1248-1.csv,nkon1248,nkon1248,NO
numerals-nkoy1244-1.csv,nkoy1244,nkoy1244,NO
numerals-nobi1240.csv,nobi1240,nobi1240,NO
numerals-noma1260-1.csv,noma1260,noma1260,NO
numerals-nong1247-2.csv,nong1247,nong1247,NO
numerals-nort2603-1.csv,nort2603,arva1236,NO
numerals-nort2617-1.csv,nort2617,scot1243,NO
numerals-nort2626-1.csv,nort2626,nort2626,NO
numerals-nort2628-1.csv,nort2628,nort2628,NO
numerals-nort2641-1.csv,nort2641,nort2641,NO
numerals-nort2645-1.csv,nort2645,nort2645,NO
numerals-nort2646-1.csv,nort2646,nort2646,NO
numerals-nort2662-1.csv,nort2662,nort2662,NO
numerals-nort2663-1.csv,nort2663,kala1372,NO
numerals-nort2665-1edited.csv,nort2665,nort2665,NO
numerals-nort2666-1.csv,nort2666,nort2666,NO
numerals-nort2684-1.csv,nort2684,nort2684,NO
numerals-nort2699-1.csv,nort2699,nort2699,NO
numerals-nort2722-1.csv,nort2722,nort2722,NO
numerals-nort2723-1.csv,nort2723,nort2723,NO
numerals-nort2724-1.csv,nort2724,nort2724,NO
numerals-nort2725-1.csv,nort2725,nort2725,NO
numerals-nort2727-1.csv,nort2727,nort2727,NO
numerals-nort2732-1.csv,nort2732,nort2732,NO
numerals-nort2735-1.csv,nort2735,nort2735,NO
numerals-nort2740-1.csv,nort2740,nort2740,NO
numerals-nort2741-1.csv,nort2741,nort2741,NO
numerals-nort2810-1.csv,nort2810,nort2810,NO
numerals-nort2819-1.csv,nort2819,nort2819,NO
numerals-nort3139-1.csv,nort3139,nort3139,NO
numerals-nort3270-1.csv,nort3270,nort3270,NO
numerals-norw1259-1.csv,norw1259,norw1258,NO
numerals-nucl1235-1.csv,nucl1235,nucl1235,NO
numerals-nucl1290-2.csv,nucl1290,nucl1290,NO
numerals-nucl1310-1.csv,nucl1310,nucl1310,NO
numerals-nucl1347-1.csv,nucl1347,nucl1347,NO
numerals-nucl1379-1.csv,nucl1379,nucl1379,NO
numerals-nucl1418-1.csv,nucl1418,nucl1418,NO
numerals-nugu1242-1.csv,nugu1242,nugu1242,NO
numerals-nung1282-1.csv,nung1282,nung1282,NO
numerals-nung1283-1.csv,nung1283,nung1283,NO
numerals-nupe1254-1.csv,nupe1254,nupe1254,NO
numerals-nusu1239-1.csv,nusu1239,nusu1239,NO
numerals-nuuu1241-1.csv,nuuu1241,[subgroup],NO
numerals-nyab1255-1.csv,nyab1255,nyab1255,NO
numerals-nyah1249-1.csv,nyah1249,nyah1249,NO
numerals-nyah1250-1.csv,nyah1250,nyah1250,NO
numerals-nyak1260-1.csv,nyak1260,nyak1260,NO
numerals-nyal1250-1.csv,nyal1250,nyal1250,NO
numerals-nyam1276-1.csv,nyam1276,nyam1276,NO
numerals-nyam1277-1.csv,nyam1277,nyam1277,NO
numerals-nyan1302-1.csv,nyan1302,nyan1302,NO
numerals-nyan1307-1.csv,nyan1307,nyan1307,NO
numerals-nyan1308-1.csv,nyan1308,nyan1308,NO
numerals-nyat1246-1.csv,nyat1246,nyat1246,NO
numerals-nyem1238-1.csv,nyem1238,nyem1238,NO
numerals-nyen1254-1.csv,nyen1254,nyen1254,NO
numerals-nyor1246-1.csv,nyor1246,nyor1246,NO
numerals-nzim1238-1.csv,nzim1238,nzim1238,NO
numerals-oddd1238-1.csv,oddd1238,oddd1238,NO
numerals-oduu1239-1.csv,oduu1239,oduu1239,NO
numerals-ogbi1239-1.csv,ogbi1239,ogbi1239,NO
numerals-ogbr1243-1.csv,ogbr1243,ogbr1243,NO
numerals-ogee1238-1.csv,ogee1238,arig1246,NO
numerals-okpa1238-1.csv,okpa1238,okpa1238,NO
numerals-okuu1243-1.csv,okuu1243,okuu1243,NO
numerals-oman1239-1.csv,oman1239,oman1239,NO
numerals-omba1241-1.csv,omba1241,mber1257,NO
numerals-ongg1239-2.csv,ongg1239,ongg1239,NO
numerals-orin1239-2.csv,orin1239,orin1239,NO
numerals-oriy1255-1edited.csv,oriy1255,oriy1255,NO
numerals-ormu1247-1.csv,ormu1247,ormu1247,NO
numerals-orok1266-1.csv,orok1266,orok1266,NO
numerals-oroo1241-1.csv,oroo1241,oroo1241,NO
numerals-osos1238-1.csv,osos1238,osos1238,NO
numerals-oyda1235-1.csv,oyda1235,oyda1235,NO
numerals-oyyy1238-1.csv,oyyy1238,oyyy1238,NO
numerals-paas1238-1.csv,paas1238,paas1238,NO
numerals-paco1243-1.csv,paco1243,paco1243,NO
numerals-pagi1243-1.csv,pagi1243,pagi1243,NO
numerals-pait1244-1.csv,pait1244,pait1244,NO
numerals-paku1238-1.csv,paku1238,paku1238,NO
numerals-pala1330-1.csv,pala1330,pala1330,NO
numerals-pala1342-1.csv,pala1342,pala1342,NO
numerals-palo1243-1.csv,palo1243,palo1243,NO
numerals-paly1238-1.csv,paly1238,paly1238,NO
numerals-pana1293-1.csv,pana1293,pana1293,NO
numerals-pana1295-1.csv,pana1295,pana1295,NO
numerals-pang1282-1.csv,pang1282,pang1282,NO
numerals-pang1287-1.csv,pang1287,pang1287,NO
numerals-pani1256-1.csv,pani1256,pani1256,NO
numerals-pank1249-1.csv,pank1249,pank1249,NO
numerals-pano1254-1.csv,pano1254,pano1254,NO
numerals-paok1235-1.csv,paok1235,paok1235,NO
numerals-pape1239-1.csv,pape1239,pape1239,NO
numerals-para1299-1.csv,para1299,para1299,NO
numerals-para1301-1.csv,para1301,para1301,NO
numerals-para1302-1.csv,para1302,para1302,NO
numerals-pard1243-1.csv,pard1243,pard1243,NO
numerals-pare1266-1.csv,pare1266,pare1266,NO
numerals-park1237-1.csv,park1237,park1237,NO
numerals-pary1242-1.csv,pary1242,pary1242,NO
numerals-patt1248-1.csv,patt1248,patt1248,NO
numerals-pear1247-1edited.csv,pear1247,pear1247,NO
numerals-pedi1238-1.csv,pedi1238,pedi1238,NO
numerals-peer1241-1.csv,peer1241,peer1241,NO
numerals-pela1242-1.csv,pela1242,pela1242,NO
numerals-peng1244-1.csv,peng1244,peng1244,NO
numerals-penn1240-1.csv,penn1240,penn1240,NO
numerals-phai1238-1.csv,phai1238,phai1238,NO
numerals-phan1254-1.csv,phan1254,phan1254,NO
numerals-phen1239-1.csv,phen1239,phen1239,NO
numerals-phol1237-1.csv,phol1237,phol1237,NO
numerals-phon1246-1.csv,phon1246,phon1246,NO
numerals-phra1235-1.csv,phra1235,phra1235,NO
numerals-phua1239-1.csv,phua1239,phua1239,NO
numerals-phui1238-1.csv,phui1238,phui1238,NO
numerals-phun1245-1.csv,phun1245,phun1245,NO
numerals-phuz1235-1.csv,phuz1235,phuz1235,NO
numerals-pica1241-1.csv,pica1241,pica1241,NO
numerals-piem1238-1.csv,piem1238,piem1238,NO
numerals-pimb1238-1.csv,pimb1238,pimb1238,NO
numerals-pinj1243-1.csv,pinj1243,pinj1243,NO
numerals-piny1238-1.csv,piny1238,piny1238,NO
numerals-plau1238-1.csv,plau1238,plau1238,NO
numerals-poko1261-1.csv,poko1261,poko1261,NO
numerals-poli1260-1.csv,poli1260,poli1260,NO
numerals-pomo1271-1.csv,pomo1271,pomo1271,NO
numerals-pong1250-1.csv,pong1250,pong1250,NO
numerals-port1283-1.csv,port1283,port1283,NO
numerals-pott1240-1.csv,pott1240,pott1240,NO
numerals-poum1235-1.csv,poum1235,poum1235,NO
numerals-pras1239-1.csv,pras1239,pras1239,NO
numerals-prov1235-1.csv,prov1235,occi1239,NO
numerals-pula1262-1.csv,pula1262,pula1262,NO
numerals-pula1263-1.csv,pula1263,pula1263,NO
numerals-punu1239-1.csv,punu1239,punu1239,NO
numerals-puoc1238-1.csv,puoc1238,puoc1238,NO
numerals-puri1258-1.csv,puri1258,puri1258,NO
numerals-puru1266-1.csv,puru1266,puru1266,NO
numerals-putu1241-1.csv,putu1241,putu1241,NO
numerals-puxi1243-1.csv,puxi1243,puxi1243,NO
numerals-pwoe1235-1.csv,pwoe1235,pwoe1235,NO
numerals-pwon1235-1edited.csv,pwon1235,pwon1235,NO
numerals-pwow1235-1.csv,pwow1235,pwow1235,NO
numerals-pyek1235-1.csv,pyek1235,pyek1235,NO
numerals-pyen1239-1.csv,pyen1239,pyen1239,NO
numerals-qabi1235-1.csv,qabi1235,qabi1235,NO
numerals-qaua1234-1.csv,qaua1234,qaua1234,NO
numerals-quey1238-1.csv,quey1238,quey1238,NO
numerals-rabh1238-1.csv,rabh1238,rabh1238,NO
numerals-raji1240-1.csv,raji1240,raji1240,NO
numerals-rajp1235-1.csv,rajp1235,rajp1235,NO
numerals-rakh1245-1.csv,rakh1245,rakh1245,NO
numerals-rali1240-1.csv,rali1240,pnar1238,NO
numerals-rana1246-1.csv,rana1246,rana1246,NO
numerals-rang1266-1.csv,rang1266,rang1266,NO
numerals-rang1267-1.csv,rang1267,rang1267,NO
numerals-rath1242-1.csv,rath1242,rath1242,NO
numerals-raut1239-1.csv,raut1239,raut1239,NO
numerals-ravu1237-1.csv,ravu1237,ravu1237,NO
numerals-rawa1265-1edited.csv,rawa1265,rawa1265,NO
numerals-redg1235-1.csv,redg1235,redg1235,NO
numerals-reng1252-1.csv,reng1252,reng1252,NO
numerals-resh1242-1.csv,resh1242,resh1242,NO
numerals-rian1261-1.csv,rian1261,rian1261,NO
numerals-rian1262-1.csv,rian1262,rian1262,NO
numerals-roma1326-1.csv,roma1326,roma1326,NO
numerals-roma1327-1.csv,roma1327,roma1327,NO
numerals-rong1264-1.csv,rong1264,rong1264,NO
numerals-ruch1235-2.csv,ruch1235,ruch1235,NO
numerals-ruga1238-1edited.csv,ruga1238,ruga1238,NO
numerals-rund1242-1.csv,rund1242,rund1242,NO
numerals-russ1263-1.csv,russ1263,russ1263,NO
numerals-rusy1239-1.csv,rusy1239,rusy1239,NO
numerals-rwaa1238-1.csv,rwaa1238,rwaa1238,NO
numerals-saaf1238-1.csv,saaf1238,saaf1238,NO
numerals-saam1283-1.csv,saam1283,saam1283,NO
numerals-sabu1253-1.csv,sabu1253,sabu1253,NO
numerals-sadr1248-1.csv,sadr1248,sadr1248,NO
numerals-sadu1234-1.csv,sadu1234,sadu1234,NO
numerals-saek1240-1.csv,saek1240,saek1240,NO
numerals-safa1243-1.csv,safa1243,safa1243,NO
numerals-saja1240-1.csv,saja1240,saja1240,NO
numerals-saka1283-1.csv,saka1283,saka1283,NO
numerals-saka1287-1.csv,saka1287,saka1287,NO
numerals-sake1247-1.csv,sake1247,sake1247,NO
numerals-sama1295-1.csv,sama1295,sama1295,NO
numerals-samb1305-1.csv,samb1305,samb1305,NO
numerals-samb1311-1.csv,samb1311,samb1311,NO
numerals-samb1325-1.csv,samb1325,samb1325,NO
numerals-samt1238-1.csv,samt1238,samt1238,NO
numerals-sana1295-1.csv,sana1295,sana1295,NO
numerals-sanc1245-1.csv,sanc1245,gree1278,NO
numerals-sand1273-1.csv,sand1273,sand1273,NO
numerals-sang1315-1.csv,sang1315,sang1315,NO
numerals-sang1320-1.csv,sang1320,sang1320,NO
numerals-sang1331-1.csv,sang1331,sang1331,NO
numerals-sang1333-1.csv,sang1333,sang1333,NO
numerals-sang1343-1.csv,sang1343,[subgroup],NO
numerals-sang1344-1.csv,sang1344,sang1344,NO
numerals-sani1269-1.csv,sani1269,sani1269,NO
numerals-sanj1275-1.csv,sanj1275,nort2665,NO
numerals-sank1253-1.csv,sank1253,sank1253,NO
numerals-sapo1251-1.csv,sapo1251,sapo1251,NO
numerals-sapu1248-1.csv,sapu1248,sapu1248,NO
numerals-sari1246-1.csv,sari1246,sari1246,NO
numerals-sart1249-1.csv,sart1249,sart1249,NO
numerals-sass1235-1.csv,sass1235,sass1235,NO
numerals-sate1242-1.csv,sate1242,sate1242,NO
numerals-saur1248-1.csv,saur1248,saur1248,NO
numerals-saur1249-2.csv,saur1249,saur1249,NO
numerals-savi1242-1.csv,savi1242,savi1242,NO
numerals-scan1238-1.csv,scan1238,scan1238,NO
numerals-scot1245-1.csv,scot1245,scot1245,NO
numerals-seba1251-1.csv,seba1251,seba1251,NO
numerals-seda1262-1.csv,seda1262,seda1262,NO
numerals-seek1238-1.csv,seek1238,seek1238,NO
numerals-sega1243-1.csv,sega1243,sega1243,NO
numerals-seke1240-1.csv,seke1240,seke1240,NO
numerals-seki1238-1.csv,seki1238,seki1238,NO
numerals-sekp1241-1.csv,sekp1241,sekp1241,NO
numerals-sele1249-1.csv,sele1249,sele1249,NO
numerals-sema1265-1.csv,sema1265,sema1265,NO
numerals-sema1266-1.csv,sema1266,sema1266,NO
numerals-seme1247-1.csv,seme1247,seme1247,NO
numerals-semn1249-1.csv,semn1249,semn1249,NO
numerals-semn1250-1.csv,semn1250,semn1250,NO
numerals-sena1268-1.csv,sena1268,chal1275,NO
numerals-seng1278-1.csv,seng1278,seng1278,NO
numerals-sent1260-1.csv,sent1260,sent1260,NO
numerals-sera1259-1.csv,sera1259,sera1259,NO
numerals-serb1264-1.csv,serb1264,sout1528,NO
numerals-sere1260-1.csv,sere1260,sere1260,NO
numerals-sgaw1245-1.csv,sgaw1245,sgaw1245,NO
numerals-shab1252-1.csv,shab1252,shab1252,NO
numerals-shah1253-1.csv,shah1253,shah1253,NO
numerals-sham1280-1.csv,sham1280,sham1280,NO
numerals-shan1277-1.csv,shan1277,shan1277,NO
numerals-shan1282-1.csv,shan1282,shan1282,NO
numerals-shan1292-1.csv,shan1292,hakk1236,NO
numerals-shec1234-1.csv,shec1234,tase1235,NO
numerals-shek1243-1edited.csv,shek1243,shek1243,NO
numerals-shek1244-1.csv,shek1244,shek1244,NO
numerals-shem1239-1.csv,shem1239,supy1237,NO
numerals-sher1255-1.csv,sher1255,sher1255,NO
numerals-sher1257-1.csv,sher1257,sher1257,NO
